Group,Time,Id,User,Message
group 5,2/11/2016 21:52,R_28HYDSNn2xA6rE5,User 2,i did an internship for an accounitng firm
group 5,2/11/2016 21:52,R_28HYDSNn2xA6rE5,User 2,What did you do last summer?
group 5,2/11/2016 21:52,R_2yr6DuqicpnmWA3,User 1,"Last summer I relaxed, hung out with my friends, caught up on some reading, and took a trip to LA."
group 5,2/11/2016 21:53,R_2yr6DuqicpnmWA3,User 1,Who is your favorite actor of your own gender? Describe a favorite scene in which this person has acted.
group 5,2/11/2016 21:53,R_28HYDSNn2xA6rE5,User 2,"i don't watch a lot of movies, so i can't think of a scene..."
group 5,2/11/2016 21:53,R_28HYDSNn2xA6rE5,User 2,Who is your favorite actor of your own gender? Describe a favorite scene in which this person has acted.
group 5,2/11/2016 21:54,R_2yr6DuqicpnmWA3,User 1,"My favorite actor is Deepika Padukone. My favorite scene is from one of her earliest movies, where she pretends to come back from the dead to scare the man that killed her."
group 5,2/11/2016 21:54,R_2yr6DuqicpnmWA3,User 1,What is your favorite holiday? Why?
group 5,2/11/2016 21:54,R_28HYDSNn2xA6rE5,User 2,my favorite holiday is Christmas because i get to sleep in and have a big dinner with my family
group 5,2/11/2016 21:54,R_28HYDSNn2xA6rE5,User 2,What is your favorite holiday? Why?
group 5,2/11/2016 21:54,R_2yr6DuqicpnmWA3,User 1,My favorite holiday is Thanksgiving because I love eating
group 5,2/11/2016 21:55,R_2yr6DuqicpnmWA3,User 1,What foriegn country would you most like to visit? What attracts you to this place?
group 5,2/11/2016 21:55,R_28HYDSNn2xA6rE5,User 2,i always wanted to visit Switzerland because of the beautiful scenery
group 5,2/11/2016 21:55,R_28HYDSNn2xA6rE5,User 2,What foriegn country would you most like to visit? What attracts you to this place?
group 5,2/11/2016 21:55,R_2yr6DuqicpnmWA3,User 1,I would like to visit Greece for the beautiful architecture
group 5,2/11/2016 21:55,R_2yr6DuqicpnmWA3,User 1,Do you prefer digital watches or clocks with hands? Why?
group 5,2/11/2016 21:56,R_28HYDSNn2xA6rE5,User 2,i prefer digital watches because i can always keep track of time
group 5,2/11/2016 21:56,R_28HYDSNn2xA6rE5,User 2,Do you prefer digital watches or clocks with hands? Why?
group 5,2/11/2016 21:56,R_2yr6DuqicpnmWA3,User 1,I prefer digital watches because I can read the time faster than I would be able to with a clock with hands.
group 5,2/11/2016 21:56,R_2yr6DuqicpnmWA3,User 1,Describe your mother's best friend.
group 5,2/11/2016 21:57,R_28HYDSNn2xA6rE5,User 2,my mom's best friend was her middle school classmate. i don't know a lot about her
group 5,2/11/2016 21:57,R_28HYDSNn2xA6rE5,User 2,Describe your mother's best friend.
group 5,2/11/2016 21:57,R_2yr6DuqicpnmWA3,User 1,She is short with straight hair. She is very friendly and loves to cook and have people over at her house.
group 5,2/11/2016 21:57,R_2yr6DuqicpnmWA3,User 1,How often do you get your hair cut? Where do you go? Have you ever had a really bad haircut experience?
group 5,2/11/2016 21:58,R_28HYDSNn2xA6rE5,User 2,i get haircuts every 3 months. I always have a stable place that i go in San Jose. I definitely have gotten some bad haircuts that really upset me
group 5,2/11/2016 21:58,R_28HYDSNn2xA6rE5,User 2,How often do you get your hair cut? Where do you go? Have you ever had a really bad haircut experience?
group 5,2/11/2016 21:58,R_2yr6DuqicpnmWA3,User 1,"I cut my hair every 3-6 months at a salon near my house. When I was in 1st grade, my hair cutter cut my hair 4 inches shorter than I wanted. It was a really bad haircut experience."
group 5,2/11/2016 21:59,R_2yr6DuqicpnmWA3,User 1,What is the last concert you saw? How many of that band's albums do you own? Had you seen them before? Where?
group 5,2/11/2016 22:00,R_28HYDSNn2xA6rE5,User 2,the last concert i went to was a classical piano recital. he was one of my favorite pianists and i have some of his recordings
group 5,2/11/2016 22:00,R_28HYDSNn2xA6rE5,User 2,What is the last concert you saw? How many of that band's albums do you own? Had you seen them before? Where?
group 5,2/11/2016 22:00,R_2yr6DuqicpnmWA3,User 1,"I last saw David Guetta perform. I don't own any of his albums, I had not seen him perform before then."
group 5,2/11/2016 22:00,,System,>> User 2 has Disconnected
group 5,2/11/2016 22:00,,System,>> User 1 has Disconnected
group 5,2/11/2016 22:03,,System,>> This chat has 1500 seconds remaining before expiring. Please start wrapping up your conversation.
group 5,2/11/2016 22:29,,System,>> This chat has now expired.
group 6,2/11/2016 21:43,,System,>> User 1 has Connected
group 6,2/11/2016 21:46,,System,>> All chat participants have arrived. You may now chat!
group 6,2/11/2016 21:46,,System,>> User 2 has Connected
group 6,2/11/2016 21:46,R_bNkbOD8ibRiWL8R,User 1,When was the last time you walked for more than an hour? Describe where you went and what you saw.
group 6,2/11/2016 21:47,R_2sTRUYs6ImqTeZt,User 2,Yesterday to my friend's place
group 6,2/11/2016 21:47,R_2sTRUYs6ImqTeZt,User 2,When was the last time you walked for more than an hour? Describe where you went and what you saw.
group 6,2/11/2016 21:49,R_bNkbOD8ibRiWL8R,User 1,"The last time i walked for more than an hour was about 2 years, three weeks, days and 2 hours ago. I went to Chipotle and saw a couple eating a burrito from both ends."
group 6,2/11/2016 21:49,R_bNkbOD8ibRiWL8R,User 1,How did you celebrate last Halloween?
group 6,2/11/2016 21:50,R_2sTRUYs6ImqTeZt,User 2,I went to the city with my friends to a party.
group 6,2/11/2016 21:50,R_2sTRUYs6ImqTeZt,User 2,How did you celebrate last Halloween?
group 6,2/11/2016 21:50,R_bNkbOD8ibRiWL8R,User 1,I went to Chipotle.
group 6,2/11/2016 21:51,R_bNkbOD8ibRiWL8R,User 1,"If you could invent a new flavor of ice cream, what would it be?"
group 6,2/11/2016 21:51,R_2sTRUYs6ImqTeZt,User 2,I would invent a meat flavored ice cream
group 6,2/11/2016 21:51,R_2sTRUYs6ImqTeZt,User 2,"If  you  could  invent  a  new  flavor  of  ice  cream,  what  would it be?"
group 6,2/11/2016 21:52,R_bNkbOD8ibRiWL8R,User 1,I like your thinking. I would invent a Chipotle-inspired carnitas ice cream.
group 6,2/11/2016 21:52,R_bNkbOD8ibRiWL8R,User 1,What was the best gift you ever received and why?
group 6,2/11/2016 21:53,R_2sTRUYs6ImqTeZt,User 2,It was an iPod. I loved it because it was my first Apple device
group 6,2/11/2016 21:53,R_2sTRUYs6ImqTeZt,User 2,What  was  the  best  gift  you  ever  received ?
group 6,2/11/2016 21:53,R_2sTRUYs6ImqTeZt,User 2,and why
group 6,2/11/2016 21:54,R_bNkbOD8ibRiWL8R,User 1,One time my friends all chipped in and bought me a Chipotle burrito. It was the best gift because i was really hungry that day.
group 6,2/11/2016 21:54,R_bNkbOD8ibRiWL8R,User 1,what gifts did you receiver on your last birthday?
group 6,2/11/2016 21:54,R_2sTRUYs6ImqTeZt,User 2,I received an iPhone and sadly only one gift
group 6,2/11/2016 21:54,R_2sTRUYs6ImqTeZt,User 2,What gifts did you get?
group 6,2/11/2016 21:55,R_bNkbOD8ibRiWL8R,User 1,I think my dentist gave me a $5 gift card for Pete's coffee. I threw it away because i don't like Pete.
group 6,2/11/2016 21:55,R_2sTRUYs6ImqTeZt,User 2,Describe  the  last  time  you  went  to  the  zoo
group 6,2/11/2016 21:55,R_bNkbOD8ibRiWL8R,User 1,Describe the last time you went to the zoo?
group 6,2/11/2016 21:56,R_2sTRUYs6ImqTeZt,User 2,I have never been to the zoo
group 6,2/11/2016 21:57,R_2sTRUYs6ImqTeZt,User 2,Describe the last time you went to the zoo
group 6,2/11/2016 21:57,R_bNkbOD8ibRiWL8R,User 1,"Thats too bad. The last time I went to the zoo, i saw the Monkees perform and the Dolphins were signing autographs. I was hoping the were more Bears but i was the only one from berkeley."
group 6,2/11/2016 21:57,R_bNkbOD8ibRiWL8R,User 1,Do you like to get up early or stay up late?Is there anything funny that has resulted from this
group 6,2/11/2016 21:57,R_bNkbOD8ibRiWL8R,User 1,?
group 6,2/11/2016 21:58,R_2sTRUYs6ImqTeZt,User 2,I stay up late but get up early. I think that's funny
group 6,2/11/2016 21:58,R_2sTRUYs6ImqTeZt,User 2,"Do	   you	   like	   to	   get	   up	   early	   or	   stay	   up	   late?	   Is	   there	   anything	   funny	   that	   has	   resulted	   from	    this?"
group 6,2/11/2016 21:58,R_bNkbOD8ibRiWL8R,User 1,Haha :smiley:
group 6,2/11/2016 21:58,R_bNkbOD8ibRiWL8R,User 1,"I also stay up late and get up early. I don't find it as funny for myself when I'm tired, but it is funny from the outside."
group 6,2/11/2016 21:59,R_2sTRUYs6ImqTeZt,User 2,What  did  you  do  this  summer?
group 6,2/11/2016 21:59,R_bNkbOD8ibRiWL8R,User 1,What did you do this summer?
group 6,2/11/2016 21:59,R_2sTRUYs6ImqTeZt,User 2,I went back home and chilled
group 6,2/11/2016 21:59,R_2sTRUYs6ImqTeZt,User 2,What  did  you  do  this  summer?
group 6,2/11/2016 21:59,R_bNkbOD8ibRiWL8R,User 1,I worked and ate Chipotle.
group 6,2/11/2016 21:59,R_2sTRUYs6ImqTeZt,User 2,lol
group 6,2/11/2016 21:59,R_2sTRUYs6ImqTeZt,User 2,"Who	   is	   your	   favorite	   actor	   of	   your	   own	   gender?	   Describe	   a	   favorite	   sce ne	   in	   which	   this	    person	   has	   acted"
group 6,2/11/2016 22:00,R_bNkbOD8ibRiWL8R,User 1,Who is your favorite actor of your own gender? Describe a favorite scene in which this person has acted.
group 6,2/11/2016 22:00,R_2sTRUYs6ImqTeZt,User 2,Tom Cruise. Mission Impossible 4 the opening scene
group 6,2/11/2016 22:00,R_2sTRUYs6ImqTeZt,User 2,"Who	   is	   your	   favorite	   actor	   of	   your	   own	   gender?	   Describe	   a	   favorite	   sce ne	   in	   which	   this	    person	   has	   actedWho	   is	   your	   favorite	   actor	   of	   your	   own	   gender?	   Describe	   a	   favorite	   sce ne	   in	   which	   this	    person	   has	   acted"
group 6,2/11/2016 22:01,R_bNkbOD8ibRiWL8R,User 1,I really like Donald Trump and think he is currently my favorite actor. I though he was really funny in his mock-presidential campaign when he made those racist comments. Comic genious.
group 6,2/11/2016 22:01,R_bNkbOD8ibRiWL8R,User 1,What is your favorite holiday? Why?
group 6,2/11/2016 22:01,R_2sTRUYs6ImqTeZt,User 2,President's Day coz no school
group 6,2/11/2016 22:01,R_2sTRUYs6ImqTeZt,User 2,What is your favorite holiday? Why?
group 6,2/11/2016 22:02,R_bNkbOD8ibRiWL8R,User 1,I like free burrito day at Chipotle. i took the day off for personal reasons.
group 6,2/11/2016 22:02,R_bNkbOD8ibRiWL8R,User 1,What foreign country would you most like to visit? What attracts you to this place?
group 6,2/11/2016 22:02,R_2sTRUYs6ImqTeZt,User 2,Germany. The language and people
group 6,2/11/2016 22:02,R_2sTRUYs6ImqTeZt,User 2,What  foreign  country  would  you  most  like  to  visit?  What  attracts  you  to  thi
group 6,2/11/2016 22:03,R_2sTRUYs6ImqTeZt,User 2,s place*?
group 6,2/11/2016 22:03,R_bNkbOD8ibRiWL8R,User 1,"Reno, Nevada. I like the people and the fragrance."
group 6,2/11/2016 22:03,R_bNkbOD8ibRiWL8R,User 1,Do you prefer digital watches and clocks or the kinds with hands? Why?
group 6,2/11/2016 22:04,R_2sTRUYs6ImqTeZt,User 2,The one with hands
group 6,2/11/2016 22:04,R_2sTRUYs6ImqTeZt,User 2,it has a nice traditional feel to it
group 6,2/11/2016 22:04,R_2sTRUYs6ImqTeZt,User 2,Do  you  prefer  digital  watches  and  clocks  or  the  kind  with  hands? Why?
group 6,2/11/2016 22:04,R_bNkbOD8ibRiWL8R,User 1,I ONLY like the ones with Mickey Mouse hands. it has a sexy feel to it.
group 6,2/11/2016 22:05,R_bNkbOD8ibRiWL8R,User 1,Describe your mother's best friend.
group 6,2/11/2016 22:05,R_2sTRUYs6ImqTeZt,User 2,She's a sweet lady
group 6,2/11/2016 22:05,R_2sTRUYs6ImqTeZt,User 2,"Describe	   your mother's	   best	   friend"
group 6,2/11/2016 22:05,R_bNkbOD8ibRiWL8R,User 1,that was more of a demand than a question.
group 6,2/11/2016 22:05,R_bNkbOD8ibRiWL8R,User 1,I think my mom's best friend is my sister.
group 6,2/11/2016 22:05,R_2sTRUYs6ImqTeZt,User 2,great
group 6,2/11/2016 22:05,R_2sTRUYs6ImqTeZt,User 2,"How	   often	   do	   you	   get	   your	   hair	   cut?	   Where	   do	   you	   go?	   Have	   you	   ever	   had	   a	   really	   bad	    haircut	   experience"
group 6,2/11/2016 22:05,R_bNkbOD8ibRiWL8R,User 1,How often do you get your hair cut? Where do you go? Have you ever had a really bad haircut experience?
group 6,2/11/2016 22:06,,System,>> This chat has 1500 seconds remaining before expiring. Please start wrapping up your conversation.
group 6,2/11/2016 22:06,R_bNkbOD8ibRiWL8R,User 1,once a month. i used to go to a barber. I have never had a bad haircut experience.
group 6,2/11/2016 22:06,R_2sTRUYs6ImqTeZt,User 2,once a month as well. To World Cuts. No
group 6,2/11/2016 22:06,R_bNkbOD8ibRiWL8R,User 1,WHat is the last concert you saw? How many of the band's albums do you own? Had you seen them before? where?
group 6,2/11/2016 22:07,R_2sTRUYs6ImqTeZt,User 2,"What	   is	   the	   last	   concert	   you	   saw?	   How	   many	   of	   that	   band's	   albums	   do	   you	   own?	   Had	   you	    seen	   them	   before?	   Where?"
group 6,2/11/2016 22:07,R_2sTRUYs6ImqTeZt,User 2,i have never been to  ceoncert
group 6,2/11/2016 22:07,,System,>> User 2 has Disconnected
group 6,2/11/2016 22:07,R_bNkbOD8ibRiWL8R,User 1,I saw the Monkees at the zoo. i own zero of their albums. I have only seen them on TV before. The TV is at my hosue
group 6,2/11/2016 22:07,,System,>> User 1 has Disconnected
group 6,2/11/2016 22:32,,System,>> This chat has now expired.
group 7,2/11/2016 21:52,,System,>> User 1 has Connected
group 7,2/11/2016 21:56,,System,>> User 1 has Disconnected
group 8,2/11/2016 22:36,,System,>> User 1 has Connected
group 8,2/11/2016 22:37,,System,>> All chat participants have arrived. You may now chat!
group 8,2/11/2016 22:37,,System,>> User 2 has Connected
group 8,2/11/2016 22:38,R_2pLhCoSFwHUeXHM,User 1,Hi
group 8,2/11/2016 22:38,R_2pLhCoSFwHUeXHM,User 1,"1. When	   was	   the	   last time	   you	   walked	   for	   more	   than	   an	   hour?	   Describe	   where	   you	   went	   and	    what	   you	   saw"
group 8,2/11/2016 22:39,R_3mgTb7WUHb9l7sv,User 2,I walked for more than an hour when I was traveling in other citiy and I saw a lot of good sightseeings
group 8,2/11/2016 22:39,R_3mgTb7WUHb9l7sv,User 2,When was the last time you walked for more than an hour? Describe where you went and what you saw
group 8,2/11/2016 22:40,R_2pLhCoSFwHUeXHM,User 1,Last time I walked for an hour was probably when I was in Italy. We walked all across Venice trying to find cool places and got lost in all the little alleys.
group 8,2/11/2016 22:40,R_2pLhCoSFwHUeXHM,User 1,How  did  you  celebrate  last  Halloween?
group 8,2/11/2016 22:40,R_3mgTb7WUHb9l7sv,User 2,I studies at home
group 8,2/11/2016 22:40,R_3mgTb7WUHb9l7sv,User 2,How did you celebrate last Halloween?
group 8,2/11/2016 22:41,R_2pLhCoSFwHUeXHM,User 1,I dressed up with friends and went to Jupiter
group 8,2/11/2016 22:41,R_2pLhCoSFwHUeXHM,User 1,"If  you  could  invent  a  new  flavor  of  ice  cream,  what"
group 8,2/11/2016 22:41,R_2pLhCoSFwHUeXHM,User 1,would it be
group 8,2/11/2016 22:41,R_3mgTb7WUHb9l7sv,User 2,100% chocolate
group 8,2/11/2016 22:41,R_3mgTb7WUHb9l7sv,User 2,"If you could invent a new flavor of ice cream, what would it be"
group 8,2/11/2016 22:41,R_2pLhCoSFwHUeXHM,User 1,chrysanthemum tea
group 8,2/11/2016 22:42,R_2pLhCoSFwHUeXHM,User 1,What  was  the  best  gift  you  ever  received  and why?
group 8,2/11/2016 22:42,R_3mgTb7WUHb9l7sv,User 2,Anything from my ex-boyfriend
group 8,2/11/2016 22:42,R_3mgTb7WUHb9l7sv,User 2,Because I love him
group 8,2/11/2016 22:42,R_3mgTb7WUHb9l7sv,User 2,What was the best gift you ever received and why?
group 8,2/11/2016 22:42,R_2pLhCoSFwHUeXHM,User 1,A hand written card cause it's sweet
group 8,2/11/2016 22:42,R_2pLhCoSFwHUeXHM,User 1,"What	   gifts	   did	   you	   receive	   on	   your	    last	   birthday?"
group 8,2/11/2016 22:43,R_3mgTb7WUHb9l7sv,User 2,Blessings from my family and ex-boyfriend
group 8,2/11/2016 22:43,R_3mgTb7WUHb9l7sv,User 2,What gifts did you receive on your last birthday?
group 8,2/11/2016 22:43,R_2pLhCoSFwHUeXHM,User 1,A watch that all my friends chipped in for and a necklace
group 8,2/11/2016 22:43,R_2pLhCoSFwHUeXHM,User 1,Describe  the  last  time  you  went  to  the  zoo
group 8,2/11/2016 22:44,R_3mgTb7WUHb9l7sv,User 2,"When I was traveling in Phoneix, we went to a zoo randomly. I visited it with my traveling friend"
group 8,2/11/2016 22:44,R_3mgTb7WUHb9l7sv,User 2,Describe the last time you went to the zoo
group 8,2/11/2016 22:44,R_2pLhCoSFwHUeXHM,User 1,Last time I went was when I was 7 and I remember I was tired
group 8,2/11/2016 22:44,R_2pLhCoSFwHUeXHM,User 1,"Do	   you	   like	   to	   get	   up	   early	   or	   stay	   up	   late?	   Is	   there	   anything	   funny	   that	   has	   resulted	   from	    this?"
group 8,2/11/2016 22:45,R_3mgTb7WUHb9l7sv,User 2,"Yes. Because I have so many work to do, and I never procrastinate"
group 8,2/11/2016 22:45,R_3mgTb7WUHb9l7sv,User 2,Do you like to get up early or stay up late? Is there anything funny that has resulted from this?
group 8,2/11/2016 22:45,R_2pLhCoSFwHUeXHM,User 1,I like to get up early so I always wake up my boyfriend just to annoy him at really early hours.
group 8,2/11/2016 22:45,R_2pLhCoSFwHUeXHM,User 1,What  did  you  do  this  summer?
group 8,2/11/2016 22:46,R_3mgTb7WUHb9l7sv,User 2,I went to France to study abroad
group 8,2/11/2016 22:46,R_3mgTb7WUHb9l7sv,User 2,What did you do this summer?
group 8,2/11/2016 22:46,R_2pLhCoSFwHUeXHM,User 1,I interned at Oracle
group 8,2/11/2016 22:46,R_2pLhCoSFwHUeXHM,User 1,"Who	   is	   your	   favorite	   actor	   of	   your	   own	   gender?	   Describe	   a	   favorite	   sce ne	   in	   which	   this	    person	   has	   acted"
group 8,2/11/2016 22:47,R_3mgTb7WUHb9l7sv,User 2,"I love one Chinese actress, and she was really brave in the scene"
group 8,2/11/2016 22:47,R_3mgTb7WUHb9l7sv,User 2,Who is your favorite actor of your own gender? Describe a favorite sce ne in which this person has acted
group 8,2/11/2016 22:47,R_2pLhCoSFwHUeXHM,User 1,I like Emma Watson. She hugged Harry Potter
group 8,2/11/2016 22:47,R_2pLhCoSFwHUeXHM,User 1,What  is  your  favorite  holiday?
group 8,2/11/2016 22:47,R_2pLhCoSFwHUeXHM,User 1,Why?
group 8,2/11/2016 22:47,R_3mgTb7WUHb9l7sv,User 2,Chrismas. Because we have long break
group 8,2/11/2016 22:48,R_3mgTb7WUHb9l7sv,User 2,What is your favorite holiday?Why?
group 8,2/11/2016 22:48,R_2pLhCoSFwHUeXHM,User 1,Christmas because everyone is happy
group 8,2/11/2016 22:48,R_2pLhCoSFwHUeXHM,User 1,What  foreign  country  would  you  most  like  to  visit?  What  attracts  you  to  this place?
group 8,2/11/2016 22:48,R_3mgTb7WUHb9l7sv,User 2,I want to go to Greece because I love sea. The photo of Greece is always beautiful.
group 8,2/11/2016 22:48,R_3mgTb7WUHb9l7sv,User 2,What foreign country would you most like to visit? What attracts you to this place?
group 8,2/11/2016 22:49,R_2pLhCoSFwHUeXHM,User 1,Probably Japan right now cause I want to see how much of my Japanese that I leanred I can use
group 8,2/11/2016 22:49,R_2pLhCoSFwHUeXHM,User 1,Do  you  prefer  digital  watches  and  clocks  or  the  kind  with  hands?
group 8,2/11/2016 22:49,R_2pLhCoSFwHUeXHM,User 1,Why?
group 8,2/11/2016 22:49,R_3mgTb7WUHb9l7sv,User 2,I prefer digital watches because it is easier to read
group 8,2/11/2016 22:49,R_3mgTb7WUHb9l7sv,User 2,Do you prefer digital watches and clocks or the kind with hands? Why?
group 8,2/11/2016 22:49,R_2pLhCoSFwHUeXHM,User 1,I prefer hands because it looks more stylish
group 8,2/11/2016 22:49,R_2pLhCoSFwHUeXHM,User 1,"Describe	   your mother's	   best	   friend."
group 8,2/11/2016 22:50,R_3mgTb7WUHb9l7sv,User 2,She has  many friends from college and they traveled together sometimes
group 8,2/11/2016 22:50,R_3mgTb7WUHb9l7sv,User 2,Describe your mother's best friend.
group 8,2/11/2016 22:50,R_2pLhCoSFwHUeXHM,User 1,Her kids who are lighthearted
group 8,2/11/2016 22:50,R_2pLhCoSFwHUeXHM,User 1,"How	   often	   do	   you	   get	   your	   hair	   cut?	   Where	   do	   you	   go?	   Have	   you	   ever	   had	   a	   really	   bad	    haircut	   experience?"
group 8,2/11/2016 22:51,R_3mgTb7WUHb9l7sv,User 2,I get my hair cut about twice a year. I went to several different places. They never know how long is a little. They often cut so much.
group 8,2/11/2016 22:51,R_3mgTb7WUHb9l7sv,User 2,How often do you get your hair cut? Where do you go? Have you ever had a really bad haircut experience?
group 8,2/11/2016 22:51,R_2pLhCoSFwHUeXHM,User 1,"I get my hair cut once-twice a year and I sometimes go to Supercuts. When I was 10, someone cut the back of my hair and nothing else."
group 8,2/11/2016 22:52,R_2pLhCoSFwHUeXHM,User 1,"What	   is	   the	   last	   concert	   you	   saw?	   How	   many	   of	   that	   band's	   albums	   do	   you	   own?	   Had	   you	    seen	   them	   before?	   Where?"
group 8,2/11/2016 22:52,R_3mgTb7WUHb9l7sv,User 2,I never went to a concert yet
group 8,2/11/2016 22:52,R_3mgTb7WUHb9l7sv,User 2,What is the last concert you saw? How many of that band's albums do you own? Had you seen them before? Where?
group 8,2/11/2016 22:52,R_2pLhCoSFwHUeXHM,User 1,I went to SuperCity 50 last week to see Alesso and Chainsmokers. It was my first time seeing them and I don't own their alubms
group 8,2/11/2016 22:52,R_2pLhCoSFwHUeXHM,User 1,Nice chatting with you!
group 8,2/11/2016 22:53,R_3mgTb7WUHb9l7sv,User 2,Me too
group 8,2/11/2016 22:53,,System,>> User 1 has Disconnected
group 8,2/11/2016 22:53,,System,>> User 2 has Disconnected
group 8,2/11/2016 22:57,,System,>> This chat has 1500 seconds remaining before expiring. Please start wrapping up your conversation.
group 8,2/11/2016 23:23,,System,>> This chat has now expired.
group 9,2/11/2016 22:38,,System,>> User 1 has Connected
group 9,2/11/2016 22:38,,System,>> All chat participants have arrived. You may now chat!
group 9,2/11/2016 22:38,,System,>> User 2 has Connected
group 9,2/11/2016 22:39,R_2zedinkMREwZoSk,User 2,Hey how are you?
group 9,2/11/2016 22:39,R_1P78aDHZetCqKw4,User 1,Hi im good how are you
group 9,2/11/2016 22:40,R_2zedinkMREwZoSk,User 2,"I'm doing well, thanks for asking"
group 9,2/11/2016 22:40,R_2zedinkMREwZoSk,User 2,I was wondering if I could possibly ask you some questions
group 9,2/11/2016 22:41,R_2zedinkMREwZoSk,User 2,for a project I am doing
group 9,2/11/2016 22:41,R_1P78aDHZetCqKw4,User 1,When was the last time you walked for more than an hour? Describe where you went and what you saw.
group 9,2/11/2016 22:41,R_1P78aDHZetCqKw4,User 1,Can I ask you some questions too?
group 9,2/11/2016 22:41,R_2zedinkMREwZoSk,User 2,The last time I walked for more than a hour was when I went hiking with my girlfriend at a park close by
group 9,2/11/2016 22:42,R_2zedinkMREwZoSk,User 2,"we walked around a lake for a while, and we took a lot of photos"
group 9,2/11/2016 22:42,R_2zedinkMREwZoSk,User 2,yeah you can
group 9,2/11/2016 22:43,R_2zedinkMREwZoSk,User 2,"the lake was located down a trail from the park. It was a really sunny day as well, so that made it more enjoyable"
group 9,2/11/2016 22:43,R_2zedinkMREwZoSk,User 2,what about you? when was the last time you walked for more than an hour?
