Group,Time,Id,User,Message,is na?,Hour,Minute,Time 2
group 11,12/29/2015 2:54,R_T8cXjYB422ViqaZ,User 2,My mom,FALSE,2,54,12/29/2015 2:54
group 11,12/29/2015 2:54,R_T8cXjYB422ViqaZ,User 2,"1.	Given the choice of anyone in the world, whom would you want as a dinner guest?",FALSE,2,54,12/29/2015 2:54
group 11,12/29/2015 2:59,R_2z7rLJst6UWsg3p,User 1,I would like to invite Daniel Kahneman,FALSE,2,59,12/29/2015 2:59
group 11,12/29/2015 2:59,R_T8cXjYB422ViqaZ,User 2, :frowning:,FALSE,2,59,12/29/2015 2:59
group 11,12/29/2015 2:59,R_2z7rLJst6UWsg3p,User 1,How about you?,FALSE,2,59,12/29/2015 2:59
group 14,12/29/2015 21:28,R_3Dc2RCqHRE0L6j3,User 1,"Given	the	choice	of	anyone	in	the	world,	whom	would	you	want	as	a	dinner	guest?",FALSE,21,28,12/29/2015 21:28
group 14,12/29/2015 21:29,R_1FzvaiQwFq0jSI4,User 2,I would love to have Katy Perry as a dinner guest.,FALSE,21,29,12/29/2015 21:29
group 14,12/29/2015 21:29,R_1FzvaiQwFq0jSI4,User 2,"Given	the	choice	of	anyone	in	the	world,	whom	would	you	want as	a	dinner	guest?",FALSE,21,29,12/29/2015 21:29
group 14,12/29/2015 21:30,R_3Dc2RCqHRE0L6j3,User 1,Bernie Sanders,FALSE,21,30,12/29/2015 21:30
group 14,12/29/2015 21:30,R_3Dc2RCqHRE0L6j3,User 1,"What	would	constitute	a	""perfect""	day	for	you?",FALSE,21,30,12/29/2015 21:30
group 14,12/29/2015 21:30,R_1FzvaiQwFq0jSI4,User 2,A beautiful day at the beach with my family.,FALSE,21,30,12/29/2015 21:30
group 14,12/29/2015 21:30,R_1FzvaiQwFq0jSI4,User 2,"What	would	constitute	a	""perfect""	day	for	you?",FALSE,21,30,12/29/2015 21:30
group 14,12/29/2015 21:31,R_3Dc2RCqHRE0L6j3,User 1,A great day at work with little stress and lots of money made.,FALSE,21,31,12/29/2015 21:31
group 14,12/29/2015 21:31,R_3Dc2RCqHRE0L6j3,User 1,"If	you	were	able	to	live	to	the	age	of	90	and	retain	either	the	mind	or	body	of	a	30-year-old	 for	the	last	60	years	of	your	life,	which	would	you	want?",FALSE,21,31,12/29/2015 21:31
group 14,12/29/2015 21:31,R_1FzvaiQwFq0jSI4,User 2,I would choose mind.,FALSE,21,31,12/29/2015 21:31
group 14,12/29/2015 21:31,R_1FzvaiQwFq0jSI4,User 2,"If	you	were	able	to	live	to	the	age	of	90	and	retain	either	the	mind	or	body	of	a	30-year-old	 for	the	last	60	years	of	your	life,	which	would	you	want?",FALSE,21,31,12/29/2015 21:31
group 14,12/29/2015 21:31,R_3Dc2RCqHRE0L6j3,User 1,I would choose mind as well.,FALSE,21,31,12/29/2015 21:31
group 14,12/29/2015 21:31,R_3Dc2RCqHRE0L6j3,User 1,"If	you	could	change	anything	about	the	way	you	were	raised,	what	would	it	be?",FALSE,21,31,12/29/2015 21:31
group 14,12/29/2015 21:32,R_1FzvaiQwFq0jSI4,User 2,I would have changed my mothers state of mind.,FALSE,21,32,12/29/2015 21:32
group 14,12/29/2015 21:32,R_1FzvaiQwFq0jSI4,User 2,"if	you	could	change	anything	about	the	way	you	were	raised, what	would	it	be?",FALSE,21,32,12/29/2015 21:32
group 14,12/29/2015 21:33,R_3Dc2RCqHRE0L6j3,User 1,I would've wanted to stay in one place (town) and not have moved around so much.,FALSE,21,33,12/29/2015 21:33
group 14,12/29/2015 21:33,R_3Dc2RCqHRE0L6j3,User 1,"If	you	could	wake	up	tomorrow	having	gained	any	one	quality	or	ability,	what	would	it	be?",FALSE,21,33,12/29/2015 21:33
group 14,12/29/2015 21:33,R_1FzvaiQwFq0jSI4,User 2,ability to teleport,FALSE,21,33,12/29/2015 21:33
group 14,12/29/2015 21:34,R_1FzvaiQwFq0jSI4,User 2,"If	you	could	wake	up	tomorrow	having	gained	any	one	quality or	ability,	what	would	it	be?",FALSE,21,34,12/29/2015 21:34
group 14,12/29/2015 21:34,R_3Dc2RCqHRE0L6j3,User 1,"teleportation as well, wow.",FALSE,21,34,12/29/2015 21:34
group 14,12/29/2015 21:34,R_3Dc2RCqHRE0L6j3,User 1,"If	a	crystal	ball	could	tell	you	the	truth	about	yourself,	your	life,	the	future,	or	anything	else,	 what	would	you	want	to	know?",FALSE,21,34,12/29/2015 21:34
group 14,12/29/2015 21:34,R_1FzvaiQwFq0jSI4,User 2,I would want to know what age I will live to see.,FALSE,21,34,12/29/2015 21:34
group 14,12/29/2015 21:34,R_1FzvaiQwFq0jSI4,User 2,"If	a	crystal	ball	could	tell	you	the	truth	about	yourself,	your	life,	the	future,	or	anything	else,	 what	would	you	want	to	know?",FALSE,21,34,12/29/2015 21:34
group 14,12/29/2015 21:34,R_3Dc2RCqHRE0L6j3,User 1,who the next president will be,FALSE,21,34,12/29/2015 21:34
group 14,12/29/2015 21:34,R_3Dc2RCqHRE0L6j3,User 1,"What	is	the	greatest	accomplishment	of	your	life?",FALSE,21,34,12/29/2015 21:34
group 14,12/29/2015 21:35,R_1FzvaiQwFq0jSI4,User 2,Creating a family.,FALSE,21,35,12/29/2015 21:35
group 14,12/29/2015 21:35,R_1FzvaiQwFq0jSI4,User 2,"What	is	the	greatest	accomplishment	of	your	life?",FALSE,21,35,12/29/2015 21:35
group 14,12/29/2015 21:35,R_3Dc2RCqHRE0L6j3,User 1,Ability to be self-sufficient now having really no family to fall back on,FALSE,21,35,12/29/2015 21:35
group 14,12/29/2015 21:35,R_3Dc2RCqHRE0L6j3,User 1,"What	is	your	most	treasured	memory?",FALSE,21,35,12/29/2015 21:35
group 14,12/29/2015 21:37,R_1FzvaiQwFq0jSI4,User 2,"If	you	knew	that	in	one	year	you	would	die	suddenly,	would you	change	anything	about	the	way	you	are now	living?	Why?",FALSE,21,37,12/29/2015 21:37
group 14,12/29/2015 21:37,R_3Dc2RCqHRE0L6j3,User 1,"probably the same...take more risks, because why not?",FALSE,21,37,12/29/2015 21:37
group 14,12/29/2015 21:37,R_3Dc2RCqHRE0L6j3,User 1,"How	do	you	feel	about	your	relationship	with	your	mother?",FALSE,21,37,12/29/2015 21:37
group 14,12/29/2015 21:37,R_1FzvaiQwFq0jSI4,User 2,I feel disappointed.,FALSE,21,37,12/29/2015 21:37
group 14,12/29/2015 21:38,R_1FzvaiQwFq0jSI4,User 2,"How	do	you	feel	about	your	relationship	with	your	mother?",FALSE,21,38,12/29/2015 21:38
group 14,12/29/2015 21:38,R_3Dc2RCqHRE0L6j3,User 1,Cherished the time I had with her,FALSE,21,38,12/29/2015 21:38
group 14,12/29/2015 21:38,R_3Dc2RCqHRE0L6j3,User 1,"Share	with	your	partner	an	embarrassing	moment	in	your	life",FALSE,21,38,12/29/2015 21:38
group 14,12/29/2015 21:38,R_1FzvaiQwFq0jSI4,User 2,Drinking Bud lights with lime and getting explosive diarrhea LOL,FALSE,21,38,12/29/2015 21:38
group 14,12/29/2015 21:38,R_1FzvaiQwFq0jSI4,User 2,"Share	with	your	partner	an	embarrassing	moment	in	your	life",FALSE,21,38,12/29/2015 21:38
group 14,12/29/2015 21:39,R_3Dc2RCqHRE0L6j3,User 1,"probably all of the things I shoplifted when I was young, and only eventually was found out",FALSE,21,39,12/29/2015 21:39
group 14,12/29/2015 21:39,R_3Dc2RCqHRE0L6j3,User 1,"When	did	you	last	cry	in	front	of	another	person?	By	yourself?",FALSE,21,39,12/29/2015 21:39
group 14,12/29/2015 21:39,R_1FzvaiQwFq0jSI4,User 2,"Can not recall the last time I cried in front of a person, but by myself about 2 weeks ago.",FALSE,21,39,12/29/2015 21:39
group 14,12/29/2015 21:36,R_1FzvaiQwFq0jSI4,User 2,The birth of my first son.,FALSE,21,36,12/29/2015 21:36
group 14,12/29/2015 21:36,R_1FzvaiQwFq0jSI4,User 2,"What	is	your	most	treasured	memory?",FALSE,21,36,12/29/2015 21:36
group 14,12/29/2015 21:36,R_3Dc2RCqHRE0L6j3,User 1,Just having general good (positive) memory of my parents I guess,FALSE,21,36,12/29/2015 21:36
group 14,12/29/2015 21:37,R_3Dc2RCqHRE0L6j3,User 1,"If	you	knew	that	in	one	year	you	would	die	suddenly,	would	you	change	anything	about	the	 way	you	are now	living?	Why?",FALSE,21,37,12/29/2015 21:37
group 14,12/29/2015 21:37,R_1FzvaiQwFq0jSI4,User 2,I would probably take more risk. Because if I am going to die what is there to lose by living life on the edge.,FALSE,21,37,12/29/2015 21:37
group 14,12/29/2015 21:39,R_1FzvaiQwFq0jSI4,User 2,"When	did	you	last	cry	in	front	of	another	person?	By	yourself?",FALSE,21,39,12/29/2015 21:39
group 14,12/29/2015 21:40,R_3Dc2RCqHRE0L6j3,User 1,Can't recall in front of another person either.  Only by myself after my mother had passed away,FALSE,21,40,12/29/2015 21:40
group 14,12/29/2015 21:40,R_3Dc2RCqHRE0L6j3,User 1,"If	you	were	to	die	this	evening	with	no	opportunity	to	communicate	with	anyone,	what	 would	you	most	regret	not	having	told	someone?	Why	haven't	you	told	them	yet?",FALSE,21,40,12/29/2015 21:40
group 14,12/29/2015 21:41,R_1FzvaiQwFq0jSI4,User 2,"If	you	were	to	die	this	evening	with	no	opportunity	to communicate	with	anyone,	what	would	you	most	regret	not	having	told someone?	Why	haven't	you	told	them	yet?",FALSE,21,41,12/29/2015 21:41
group 14,12/29/2015 21:41,R_3Dc2RCqHRE0L6j3,User 1,Telling my cousin that I truly do love her even if we don't get along or speak anymore,FALSE,21,41,12/29/2015 21:41
group 14,12/29/2015 21:41,R_3Dc2RCqHRE0L6j3,User 1,"Your	house,	containing	everything	you	own,	catches	fire.	After	saving	your	loved	ones	and	 pets,	you	have	time	to	safely	make	a	final	dash	to	save	any	one	item.	What	would	it	be?	 Why?",FALSE,21,41,12/29/2015 21:41
group 14,12/29/2015 21:40,R_1FzvaiQwFq0jSI4,User 2,"Telling my children that I love them very much. I have told them, do everyday.",FALSE,21,40,12/29/2015 21:40
group 14,12/29/2015 21:42,R_1FzvaiQwFq0jSI4,User 2,My computer. Because it contains all my pictures and videos.,FALSE,21,42,12/29/2015 21:42
group 14,12/29/2015 21:42,R_1FzvaiQwFq0jSI4,User 2,"Your	house,	containing	everything	you	own,	catches	fire.	After saving	your	loved	ones	and	pets,	you	have	time	to	safely	make	a	final	dash	to save	any	one	item.	What	would	it	be?	Why?",FALSE,21,42,12/29/2015 21:42
group 14,12/29/2015 21:43,R_3Dc2RCqHRE0L6j3,User 1,"Photos/album(s).  Everything else is replaceable, those aren't",FALSE,21,43,12/29/2015 21:43
group 14,12/29/2015 21:43,R_3Dc2RCqHRE0L6j3,User 1,"Of	all	the	people	in	your	family, whose	death	would	you	find	most	disturbing?	Why?",FALSE,21,43,12/29/2015 21:43
group 14,12/29/2015 21:44,R_1FzvaiQwFq0jSI4,User 2,My mother. Because we currently dont speak to each other. I have watched her destruct her life for a long time and she doesn't listen anyone(Alcoholism),FALSE,21,44,12/29/2015 21:44
group 14,12/29/2015 21:44,R_1FzvaiQwFq0jSI4,User 2,"Of	all	the	people	in	your	family, whose	death	would	you	find most	disturbing?	Why?",FALSE,21,44,12/29/2015 21:44
group 14,12/29/2015 21:45,R_3Dc2RCqHRE0L6j3,User 1,My cousin.  Things fell out between us and I would feel so bad that it would be a final end without any hope of a resolution,FALSE,21,45,12/29/2015 21:45
group 14,12/29/2015 21:45,R_1FzvaiQwFq0jSI4,User 2, :cry:,FALSE,21,45,12/29/2015 21:45
group 14,12/29/2015 21:45,R_1FzvaiQwFq0jSI4,User 2,So is that it then?,FALSE,21,45,12/29/2015 21:45
group 14,12/29/2015 21:46,R_3Dc2RCqHRE0L6j3,User 1,"Yes, seems like it.",FALSE,21,46,12/29/2015 21:46
group 14,12/29/2015 21:46,R_3Dc2RCqHRE0L6j3,User 1,Bye,FALSE,21,46,12/29/2015 21:46
group 14,12/29/2015 21:46,R_1FzvaiQwFq0jSI4,User 2,"It was fun to share my life with you, thanks for sharing about yours also. Goodbye for now!",FALSE,21,46,12/29/2015 21:46
group 23,12/29/2015 21:37,R_3O7m0Oh5KBW5ktO,User 2,"Given	the	choice	of	anyone	in	the	world,	whom	would	you	want	as	a	dinner	guest?",FALSE,21,37,12/29/2015 21:37
group 23,12/29/2015 21:36,R_3O7m0Oh5KBW5ktO,User 2,Hello!,FALSE,21,36,12/29/2015 21:36
group 23,12/29/2015 21:42,R_b72nhhQZQuYsMAV,User 1,Hi,FALSE,21,42,12/29/2015 21:42
group 23,12/29/2015 21:41,Admin,Admin,User 2 has Disconnected. User 1 please exit the survey.,FALSE,21,41,12/29/2015 21:41
group 24,12/29/2015 22:00,R_2X5uIbNDKsY1bj7,User 1,"OK, I think that's it",FALSE,22,0,12/29/2015 22:00
group 24,12/29/2015 22:00,R_3GCDHoU1LBpmNHS,User 2,Was fin,FALSE,22,0,12/29/2015 22:00
group 24,12/29/2015 22:00,R_2X5uIbNDKsY1bj7,User 1,Take care!,FALSE,22,0,12/29/2015 22:00
group 24,12/29/2015 22:00,R_3GCDHoU1LBpmNHS,User 2,See ya,FALSE,22,0,12/29/2015 22:00
group 24,12/29/2015 21:56,R_2X5uIbNDKsY1bj7,User 1,In front of others was definitely at a funeral last month. By myself I guess would be accidentally clicking on one of those pet rescue videos a day or two ago. I'm such a sucker for those.,FALSE,21,56,12/29/2015 21:56
group 24,12/29/2015 21:56,R_2X5uIbNDKsY1bj7,User 1,"If	you	were	to	die	this	evening	with	no	opportunity	to	communicate	with	anyone,	what	 would	you	most	regret	not	having	told	someone?	Why	haven't	you	told	them	yet?",FALSE,21,56,12/29/2015 21:56
group 24,12/29/2015 21:57,R_3GCDHoU1LBpmNHS,User 2,I would regret not asking my girlfriend to marry me haha. I would ask if they wanted to spend the rest of our lives together. I haven't told them because I don't think we are ready yet.,FALSE,21,57,12/29/2015 21:57
group 24,12/29/2015 21:57,R_3GCDHoU1LBpmNHS,User 2,"If	you	were	to	die	this	evening	with	no	opportunity	to	communicate	with	anyone,	what	 would	you	most	regret	not	having	told	someone?	Why	haven't	you	told	them	yet?",FALSE,21,57,12/29/2015 21:57
group 24,12/29/2015 21:58,R_2X5uIbNDKsY1bj7,User 1,"I think I would regret not telling my brothers how thankful I am for them having been so good in helping their snotty kid brother out all these years. I guess I haven't said it because, you know...brothers. We just slug each other in the shoulder.",FALSE,21,58,12/29/2015 21:58
group 24,12/29/2015 22:00,R_2X5uIbNDKsY1bj7,User 1,My wife. Not sure what I'd do.,FALSE,22,0,12/29/2015 22:00
group 24,12/29/2015 22:00,R_3GCDHoU1LBpmNHS,User 2,Thanks for the chat.,FALSE,22,0,12/29/2015 22:00
group 24,12/29/2015 21:58,R_2X5uIbNDKsY1bj7,User 1,"Your	house,	containing	everything	you	own,	catches	fire.	After	saving	your	loved	ones	and	 pets,	you	have	time	to	safely	make	a	final	dash	to	save	any	one	item.	What	would	it	be?	 Why?",FALSE,21,58,12/29/2015 21:58
group 24,12/29/2015 21:58,R_3GCDHoU1LBpmNHS,User 2,"My laptop containing a lot of my personal affects, pictures, videos, stories, etc.",FALSE,21,58,12/29/2015 21:58
group 24,12/29/2015 21:58,R_3GCDHoU1LBpmNHS,User 2,"Your	house,	containing	everything	you	own,	catches	fire.	After	saving	your	loved	ones	and	 pets,	you	have	time	to	safely	make	a	final	dash	to	save	any	one	item.	What	would	it	be?	 Why?",FALSE,21,58,12/29/2015 21:58
group 24,12/29/2015 21:59,R_2X5uIbNDKsY1bj7,User 1,Definitely my laptop too. Have so many photos and stuff not uploaded to a cloud.,FALSE,21,59,12/29/2015 21:59
group 24,12/29/2015 21:59,R_2X5uIbNDKsY1bj7,User 1,"Of	all	the	people	in	your	family, whose	death	would	you	find	most	disturbing?	Why?",FALSE,21,59,12/29/2015 21:59
group 24,12/29/2015 21:59,R_3GCDHoU1LBpmNHS,User 2,"My sister, she is way too young. It would be very traumatic to say the least.",FALSE,21,59,12/29/2015 21:59
group 24,12/29/2015 21:59,R_3GCDHoU1LBpmNHS,User 2,"Of	all	the	people	in	your	family, whose	death	would	you	find	most	disturbing?	Why?",FALSE,21,59,12/29/2015 21:59
group 24,12/29/2015 21:46,R_2X5uIbNDKsY1bj7,User 1,"ah, yeah",FALSE,21,46,12/29/2015 21:46
group 24,12/29/2015 21:46,R_3GCDHoU1LBpmNHS,User 2,"If	you	could	wake	up	tomorrow	having	gained	any	one	quality	or	ability,	what	would	it	be?",FALSE,21,46,12/29/2015 21:46
group 24,12/29/2015 21:51,R_3GCDHoU1LBpmNHS,User 2,I would probably be more open towards some of those people who are close to me.,FALSE,21,51,12/29/2015 21:51
group 24,12/29/2015 21:51,R_3GCDHoU1LBpmNHS,User 2,"If	you	knew	that	in	one	year	you	would	die	suddenly,	would	you	change	anything	about	the	 way	you	are now	living?	Why?",FALSE,21,51,12/29/2015 21:51
group 24,12/29/2015 21:48,R_3GCDHoU1LBpmNHS,User 2,Recently getting my Masters Degree as of now.,FALSE,21,48,12/29/2015 21:48
group 24,12/29/2015 21:48,R_3GCDHoU1LBpmNHS,User 2,"What	is	the	greatest	accomplishment	of	your	life?",FALSE,21,48,12/29/2015 21:48
group 24,12/29/2015 21:51,R_2X5uIbNDKsY1bj7,User 1,"I would be sure to tell everyone around me that I cared for them deeply, and make sure they knew how valued they are.",FALSE,21,51,12/29/2015 21:51
group 24,12/29/2015 21:51,R_2X5uIbNDKsY1bj7,User 1,"How	do	you	feel	about	your	relationship	with	your	mother?",FALSE,21,51,12/29/2015 21:51
group 24,12/29/2015 21:52,R_3GCDHoU1LBpmNHS,User 2,She's great. She has always had my back and pushed me to do my best. I have been rather open with her.,FALSE,21,52,12/29/2015 21:52
group 24,12/29/2015 21:52,R_3GCDHoU1LBpmNHS,User 2,"How	do	you	feel	about	your	relationship	with	your	mother?",FALSE,21,52,12/29/2015 21:52
group 24,12/29/2015 21:52,R_2X5uIbNDKsY1bj7,User 1,I'm also one of those folks that has a great relationship with his mother. She's awesome.,FALSE,21,52,12/29/2015 21:52
group 24,12/29/2015 21:53,R_2X5uIbNDKsY1bj7,User 1,"Share	with	your	partner	an	embarrassing	moment	in	your	life.",FALSE,21,53,12/29/2015 21:53
group 24,12/29/2015 21:53,R_3GCDHoU1LBpmNHS,User 2,Getting caught sleeping in class.,FALSE,21,53,12/29/2015 21:53
group 24,12/29/2015 21:53,R_3GCDHoU1LBpmNHS,User 2,"Share	with	your	partner	an	embarrassing	moment	in	your	life",FALSE,21,53,12/29/2015 21:53
group 24,12/29/2015 21:54,R_2X5uIbNDKsY1bj7,User 1,"At a company picnic last summer, I forgot I was on allergy meds and drank two beers and spent a few hours getting really sick in the woods.",FALSE,21,54,12/29/2015 21:54
group 24,12/29/2015 21:54,R_2X5uIbNDKsY1bj7,User 1,"When	did	you	last	cry	in	front	of	another	person?	By	yourself?",FALSE,21,54,12/29/2015 21:54
group 24,12/29/2015 21:55,R_3GCDHoU1LBpmNHS,User 2,I front of others it was during a funeral for a close relative a couple years ago. By myself it was during a sad news report a while ago.,FALSE,21,55,12/29/2015 21:55
group 24,12/29/2015 21:55,R_3GCDHoU1LBpmNHS,User 2,"When	did	you	last	cry	in	front	of	another	person?	By	yourself?",FALSE,21,55,12/29/2015 21:55
group 24,12/29/2015 21:55,R_3GCDHoU1LBpmNHS,User 2,*IN,FALSE,21,55,12/29/2015 21:55
group 24,12/29/2015 21:47,R_3GCDHoU1LBpmNHS,User 2,I would want to know how my career prospects turned out.,FALSE,21,47,12/29/2015 21:47
group 24,12/29/2015 21:47,R_3GCDHoU1LBpmNHS,User 2,"If	a	crystal	ball	could	tell	you	the	truth	about	yourself,	your	life,	the	future,	or	anything	else,	 what	would	you	want	to	know?",FALSE,21,47,12/29/2015 21:47
group 24,12/29/2015 21:47,R_2X5uIbNDKsY1bj7,User 1,"I'd want to know the future, I guess. Just general stuff",FALSE,21,47,12/29/2015 21:47
group 24,12/29/2015 21:48,R_2X5uIbNDKsY1bj7,User 1,"What	is	the	greatest	accomplishment	of	your	life?",FALSE,21,48,12/29/2015 21:48
group 24,12/29/2015 21:46,R_2X5uIbNDKsY1bj7,User 1,More ability to focus,FALSE,21,46,12/29/2015 21:46
group 24,12/29/2015 21:46,R_3GCDHoU1LBpmNHS,User 2,Nice,FALSE,21,46,12/29/2015 21:46
group 24,12/29/2015 21:46,R_2X5uIbNDKsY1bj7,User 1,"If	a	crystal	ball	could	tell	you	the	truth	about	yourself,	your	life,	the	future,	or	anything	else,	 what	would	you	want	to	know?",FALSE,21,46,12/29/2015 21:46
group 24,12/29/2015 21:48,R_2X5uIbNDKsY1bj7,User 1,"Wow, nice",FALSE,21,48,12/29/2015 21:48
group 24,12/29/2015 21:48,R_3GCDHoU1LBpmNHS,User 2,thanks,FALSE,21,48,12/29/2015 21:48
group 24,12/29/2015 21:49,R_2X5uIbNDKsY1bj7,User 1,Becoming a manager without losing my humanity,FALSE,21,49,12/29/2015 21:49
group 24,12/29/2015 21:49,R_3GCDHoU1LBpmNHS,User 2,haha,FALSE,21,49,12/29/2015 21:49
group 24,12/29/2015 21:49,R_2X5uIbNDKsY1bj7,User 1,"What	is	your	most	treasured	memory?",FALSE,21,49,12/29/2015 21:49
group 24,12/29/2015 21:49,R_3GCDHoU1LBpmNHS,User 2,Spending time with my family on a vacation through Europe.,FALSE,21,49,12/29/2015 21:49
group 24,12/29/2015 21:49,R_3GCDHoU1LBpmNHS,User 2,"What	is	your	most	treasured	memory?",FALSE,21,49,12/29/2015 21:49
group 24,12/29/2015 21:50,R_2X5uIbNDKsY1bj7,User 1,"Mine's also a family vacation, but to a beach in South Carolina.",FALSE,21,50,12/29/2015 21:50
group 24,12/29/2015 21:50,R_3GCDHoU1LBpmNHS,User 2,Cool,FALSE,21,50,12/29/2015 21:50
group 24,12/29/2015 21:50,R_2X5uIbNDKsY1bj7,User 1,"If	you	knew	that	in	one	year	you	would	die	suddenly,	would	you	change	anything	about	the	 way	you	are now	living?	Why?",FALSE,21,50,12/29/2015 21:50
group 24,12/29/2015 21:46,R_3GCDHoU1LBpmNHS,User 2,I would want to be a bit more assertive I suppose.,FALSE,21,46,12/29/2015 21:46
group 24,12/29/2015 21:45,R_2X5uIbNDKsY1bj7,User 1,"More emotional open-ness, I think.",FALSE,21,45,12/29/2015 21:45
group 24,12/29/2015 21:45,R_2X5uIbNDKsY1bj7,User 1,"If	you	could	wake	up	tomorrow	having	gained	any	one	quality	or	ability,	what	would	it	be?",FALSE,21,45,12/29/2015 21:45
group 24,12/29/2015 21:45,R_3GCDHoU1LBpmNHS,User 2,I would want to have a more friend/friend relationship with my parents.,FALSE,21,45,12/29/2015 21:45
group 24,12/29/2015 21:45,R_3GCDHoU1LBpmNHS,User 2,"If	you	could	change	anything	about	the	way	you	were	raised,	what	would	it	be?",FALSE,21,45,12/29/2015 21:45
group 24,12/29/2015 21:44,R_2X5uIbNDKsY1bj7,User 1,"mind, definitely",FALSE,21,44,12/29/2015 21:44
group 24,12/29/2015 21:44,R_2X5uIbNDKsY1bj7,User 1,"If	you	were	able	to	live	to	the	age	of	90	and	retain	either	the	mind	or	body	of	a	30-year-old	 for	the	last	60	years	of	your	life,	which	would	you	want?",FALSE,21,44,12/29/2015 21:44
group 24,12/29/2015 21:44,R_3GCDHoU1LBpmNHS,User 2,"I would want the mind, it is important to fully function in that aspect.",FALSE,21,44,12/29/2015 21:44
group 24,12/29/2015 21:45,R_2X5uIbNDKsY1bj7,User 1,"If	you	could	change	anything	about	the	way	you	were	raised,	what	would	it	be?",FALSE,21,45,12/29/2015 21:45
group 24,12/29/2015 21:41,R_3GCDHoU1LBpmNHS,User 2,Same question,FALSE,21,41,12/29/2015 21:41
group 24,12/29/2015 21:42,R_2X5uIbNDKsY1bj7,User 1,I'll go with Patton Oswalt. He'd make me laugh.,FALSE,21,42,12/29/2015 21:42
group 24,12/29/2015 21:41,R_2X5uIbNDKsY1bj7,User 1,Are you there?,FALSE,21,41,12/29/2015 21:41
group 24,12/29/2015 21:41,R_3GCDHoU1LBpmNHS,User 2,Yeah,FALSE,21,41,12/29/2015 21:41
group 24,12/29/2015 21:41,R_2X5uIbNDKsY1bj7,User 1,Good answer,FALSE,21,41,12/29/2015 21:41
group 24,12/29/2015 21:41,R_3GCDHoU1LBpmNHS,User 2,"Given	the	choice	of	anyone	in	the	world,	whom	would	you	want	as	a	dinner	guest?",FALSE,21,41,12/29/2015 21:41
group 24,12/29/2015 21:41,R_2X5uIbNDKsY1bj7,User 1,"Oh, hi",FALSE,21,41,12/29/2015 21:41
group 24,12/29/2015 21:41,R_3GCDHoU1LBpmNHS,User 2,"Sorry, give me a minute",FALSE,21,41,12/29/2015 21:41
group 24,12/29/2015 21:41,R_2X5uIbNDKsY1bj7,User 1,Sure,FALSE,21,41,12/29/2015 21:41
group 24,12/29/2015 21:41,R_3GCDHoU1LBpmNHS,User 2,I guess I would say Bill Gates,FALSE,21,41,12/29/2015 21:41
group 24,12/29/2015 21:42,R_2X5uIbNDKsY1bj7,User 1,"Next question: What	would constitute	a ""perfect""	day	for	you?",FALSE,21,42,12/29/2015 21:42
group 24,12/29/2015 21:42,R_3GCDHoU1LBpmNHS,User 2,*him,FALSE,21,42,12/29/2015 21:42
group 24,12/29/2015 21:42,R_3GCDHoU1LBpmNHS,User 2,Love hom,FALSE,21,42,12/29/2015 21:42
group 24,12/29/2015 21:40,R_2X5uIbNDKsY1bj7,User 1,"Given the choice of anyone in the world, who'd you want as a dinner guest?",FALSE,21,40,12/29/2015 21:40
group 24,12/29/2015 21:44,R_3GCDHoU1LBpmNHS,User 2,Sound great,FALSE,21,44,12/29/2015 21:44
