Group,Time,Id,User,Message
group 1009,2/1/2016 1:48,R_24AuJSLkLaaq4k3,User 2,I guess I am old school.  I like the clocks with hands.  The digital craze lasted for a while but I think we are going back to analog.
group 1009,2/1/2016 1:49,R_1DBkZPZMNnon3C4,User 1,"Digital, easier to read for me."
group 1009,2/1/2016 1:49,R_1DBkZPZMNnon3C4,User 1,Describe your mother's best friend
group 1009,2/1/2016 1:50,R_24AuJSLkLaaq4k3,User 2,My mother's best friend was a lady that she worked with at the church.  They both did everything together both work and play.
group 1009,2/1/2016 1:50,R_1DBkZPZMNnon3C4,User 1,My mother's best friend played mah jong with her a lot.
group 1009,2/1/2016 1:50,R_1DBkZPZMNnon3C4,User 1,How often do you get your hair cut? Where do you go? Have you ever had a really bad haircut experience
group 1009,2/1/2016 1:51,R_24AuJSLkLaaq4k3,User 2,I get my hair cut once a month.  My wife's friend comes to the house and works on both of us.  I guess the only bad haircut was in boot camp.
group 1009,2/1/2016 1:51,R_1DBkZPZMNnon3C4,User 1,"Magic Cuts, once every 8 weeks.  Once they shaved me so short it took 3 months to grow my hair back."
group 1009,2/1/2016 1:52,R_1DBkZPZMNnon3C4,User 1,What is the last concert you saw? How many of that band's albums do you own? Had you seen them before? Where?
group 1009,2/1/2016 1:53,R_24AuJSLkLaaq4k3,User 2,Would you believe it I have never been to a concert.  I would have loved to go to a Neil Diamond concert but that didn't happen.
group 1009,2/1/2016 1:53,R_1DBkZPZMNnon3C4,User 1,"Tierney Sutton, jazz.  I have 4 of her cds.  Always plays in a club in Boston."
group 1009,2/1/2016 1:53,R_1DBkZPZMNnon3C4,User 1,"Wow, that's interesting."
group 1009,2/1/2016 1:53,R_1DBkZPZMNnon3C4,User 1,"Well, nice chatting with you.  It's been a pleasure!"
group 1009,2/1/2016 1:53,R_24AuJSLkLaaq4k3,User 2,Same here. cul.
group 1009,2/1/2016 1:53,,System,>> User 1 has Disconnected
group 1009,2/1/2016 1:54,,System,>> User 2 has Disconnected
group 1009,2/1/2016 2:02,,System,>> This chat has 600 seconds remaining before expiring. Please start wrapping up your conversation.
group 1009,2/1/2016 2:13,,System,>> This chat has now expired.
group 101,1/10/2016 23:36,,System,>> User 1 has Connected
group 101,1/10/2016 23:43,,System,>> User 1 has Disconnected
group 1010,2/1/2016 1:28,,System,>> User 1 has Connected
group 1010,2/1/2016 1:32,,System,>> All chat participants have arrived. You may now chat!
group 1010,2/1/2016 1:32,,System,>> User 2 has Connected
group 1010,2/1/2016 1:33,R_3dH6NjEkZk6f2bz,User 2,"1. When	was	the	last time	you	walked	for	more	than	an	hour?	Describe	where	you	went	and	 what	you	saw."
group 1010,2/1/2016 1:33,R_3dH6NjEkZk6f2bz,User 2,"1. When	was	the	last time	you	walked	for	more	than	an	hour?	Describe	where	you	went	and	 what	you	saw."
group 1010,2/1/2016 1:34,R_3HBlbqHV1k6FLrx,User 1,I went to the shore by Williamsburg
group 1010,2/1/2016 1:34,R_3HBlbqHV1k6FLrx,User 1,I went to take pictures it was nice being by the water
group 1010,2/1/2016 1:34,R_3HBlbqHV1k6FLrx,User 1,"When	was	the	last time	you	walked	for	more	than	an	hour? Describe	where	you	went	and	what	you	saw."
group 1010,2/1/2016 1:38,R_3HBlbqHV1k6FLrx,User 1,"When	was	the	last time	you	walked	for	more	than	an	hour? Describe	where you	went	and	what	you	saw."
group 1010,2/1/2016 1:38,R_3dH6NjEkZk6f2bz,User 2,"1. When	was	the	last time	you	walked	for	more	than	an	hour?	Describe	where	you	went	and	 what	you	saw."
group 1010,2/1/2016 1:38,R_3HBlbqHV1k6FLrx,User 1,I went to the shore by Williamsburg I went to take pictures it was nice being by the water
group 1010,2/1/2016 1:39,R_3HBlbqHV1k6FLrx,User 1,"When	was	the	last time	you	walked	for	more	than	an	hour? Describe	where you	went	and	what	you	saw."
group 1010,2/1/2016 1:39,R_3HBlbqHV1k6FLrx,User 1, :rage:
group 1010,2/1/2016 1:39,R_3dH6NjEkZk6f2bz,User 2,testing
group 1010,2/1/2016 1:39,R_3HBlbqHV1k6FLrx,User 1,"When	was	the	last time	you	walked	for	more	than	an	hour? Describe	where you	went	and	what	you	saw."
group 1010,2/1/2016 1:40,,System,>> User 2 has Disconnected
group 1010,2/1/2016 1:40,R_3HBlbqHV1k6FLrx,User 1, :rage: :rage: :rage: :rage: :rage: :rage:
group 1010,2/1/2016 1:40,,System,>> User 1 has Disconnected
group 1010,2/1/2016 2:08,,System,>> This chat has 600 seconds remaining before expiring. Please start wrapping up your conversation.
group 1010,2/1/2016 2:18,,System,>> This chat has now expired.
group 1011,2/1/2016 1:36,,System,>> User 1 has Connected
group 1011,2/1/2016 1:46,,System,>> User 1 has Disconnected
group 1012,2/1/2016 1:43,,System,>> User 1 has Connected
group 1012,2/1/2016 1:56,,System,>> All chat participants have arrived. You may now chat!
group 1012,2/1/2016 1:56,,System,>> User 2 has Connected
group 1012,2/1/2016 1:57,R_3nC2FG2zWkJviwR,User 1,hello
group 1012,2/1/2016 1:57,R_1hEkKufLOJcUDUy,User 2,hello
group 1012,2/1/2016 1:57,,System,>> User 1 has Disconnected
group 1012,2/1/2016 2:00,R_1hEkKufLOJcUDUy,User 2,"When	was	the	last time	you	walked	for	more	than	an	hour?	Describe	where	you	went	and	 what	you	saw."
group 1012,2/1/2016 2:01,,System,>> User 2 has Disconnected
group 1012,2/1/2016 2:32,,System,>> This chat has 600 seconds remaining before expiring. Please start wrapping up your conversation.
group 1012,2/1/2016 2:42,,System,>> This chat has now expired.
group 1013,2/1/2016 1:51,,System,>> User 1 has Connected
group 1013,2/1/2016 1:59,,System,>> User 1 has Disconnected
group 1014,2/1/2016 1:56,,System,>> User 1 has Connected
group 1014,2/1/2016 2:00,,System,>> All chat participants have arrived. You may now chat!
group 1014,2/1/2016 2:00,,System,>> User 2 has Connected
group 1014,2/1/2016 2:00,R_bqs6sKcuEOe4lTH,User 2,"When	was	the	last time	you	walked	for	more	than	an	hour?	Describe	where	you	went	and	 what	you	saw."
group 1014,2/1/2016 2:01,R_2CV6o7ekKe9yszO,User 1,It was over the weekend and I was in nyc and walked for six miles and I saw all of the different parts of the city
group 1014,2/1/2016 2:01,R_2CV6o7ekKe9yszO,User 1,When was the last time you walked for more than an hour? Describe where you went and what you saw.
group 1014,2/1/2016 2:02,R_bqs6sKcuEOe4lTH,User 2,I walked outside in the woods for a couple hours with my dog and girlfriend and saw a bear.
group 1014,2/1/2016 2:02,R_bqs6sKcuEOe4lTH,User 2,"How	did	you	celebrate	last	Halloween?"
group 1014,2/1/2016 2:02,R_2CV6o7ekKe9yszO,User 1,I was working.
group 1014,2/1/2016 2:03,R_2CV6o7ekKe9yszO,User 1,How did you celebrate last Halloween?
group 1014,2/1/2016 2:03,R_bqs6sKcuEOe4lTH,User 2,I got super drunk at my friends house and made out with a fish tank
group 1014,2/1/2016 2:03,R_bqs6sKcuEOe4lTH,User 2,"If	you	could	invent	a	new	flavor	of	ice	cream,	what	would	it	be?"
group 1014,2/1/2016 2:04,R_2CV6o7ekKe9yszO,User 1,Wine flavored ice cream.
group 1014,2/1/2016 2:04,R_2CV6o7ekKe9yszO,User 1,"If you could invent a new flavor of ice cream, what would it be?"
group 1014,2/1/2016 2:04,R_bqs6sKcuEOe4lTH,User 2,Root beer flavored ice cream
group 1014,2/1/2016 2:04,R_bqs6sKcuEOe4lTH,User 2,"What	is	your	favorite	holiday?	Why? 5. What	gifts	did	you	receive	on	your	last"
group 1014,2/1/2016 2:05,R_2CV6o7ekKe9yszO,User 1,My favorite holiday is thanksgiving because I love turkey
group 1014,2/1/2016 2:05,R_2CV6o7ekKe9yszO,User 1,What is your favorite holiday? Why?
group 1014,2/1/2016 2:05,R_bqs6sKcuEOe4lTH,User 2,Christmas because I get yorkshire pudding
group 1014,2/1/2016 2:05,R_bqs6sKcuEOe4lTH,User 2,"What	gifts	did	you	receive	on	your	last	birthday?"
group 1014,2/1/2016 2:05,R_2CV6o7ekKe9yszO,User 1,iPad mini 4 and cash.
group 1014,2/1/2016 2:05,R_2CV6o7ekKe9yszO,User 1,What gifts did you receive on your last birthday?
group 1014,2/1/2016 2:06,R_bqs6sKcuEOe4lTH,User 2,Pokemon cards
group 1014,2/1/2016 2:06,R_bqs6sKcuEOe4lTH,User 2,"Describe	the	last	time	you	went	to	the	zoo."
group 1014,2/1/2016 2:06,R_2CV6o7ekKe9yszO,User 1,I went to the bronx zoo with my kid and husband over the summer. It was a really hot and crowded day.
group 1014,2/1/2016 2:06,R_2CV6o7ekKe9yszO,User 1,Describe the last time you went to the zoo.
group 1014,2/1/2016 2:06,R_bqs6sKcuEOe4lTH,User 2,I saw lions and tigers and monkeys and stuff
group 1014,2/1/2016 2:06,R_bqs6sKcuEOe4lTH,User 2,"Do	you	like	to	get	up	early	or	stay	up	late?	Is	there	anything	funny	that	has	resulted	from	 this?"
group 1014,2/1/2016 2:07,R_2CV6o7ekKe9yszO,User 1,I like to get up early. nothing funny resulted from it.
group 1014,2/1/2016 2:07,R_2CV6o7ekKe9yszO,User 1,Do you like to get up early or stay up late? Is there anything funny that has resulted from this?
group 1014,2/1/2016 2:07,R_bqs6sKcuEOe4lTH,User 2,Stay up late. No
group 1014,2/1/2016 2:07,R_bqs6sKcuEOe4lTH,User 2,"What	did	you	do	this	summer?"
group 1014,2/1/2016 2:07,R_2CV6o7ekKe9yszO,User 1,worked and hung out with my family
group 1014,2/1/2016 2:08,R_2CV6o7ekKe9yszO,User 1,What did you do this summer?
group 1014,2/1/2016 2:08,R_bqs6sKcuEOe4lTH,User 2,I worked mostly
group 1014,2/1/2016 2:08,R_bqs6sKcuEOe4lTH,User 2,"Who	is	your	favorite	actor	of	your	own	gender?	Describe	a	favorite	scene	in	which	this	 person	has	acted."
group 1014,2/1/2016 2:08,R_2CV6o7ekKe9yszO,User 1,i don't have a favorite actor as i don't watch tv or movies
group 1014,2/1/2016 2:08,R_2CV6o7ekKe9yszO,User 1,Who is your favorite actor of your own gender? Describe a favorite scene in which this person has acted.
group 1014,2/1/2016 2:08,R_bqs6sKcuEOe4lTH,User 2,Hugh Jackman because he was great in the prestige
group 1014,2/1/2016 2:08,R_bqs6sKcuEOe4lTH,User 2,"What	is	your	favorite	holiday?	Why?"
group 1014,2/1/2016 2:08,R_2CV6o7ekKe9yszO,User 1,Thanksgiving because I love turkey
group 1014,2/1/2016 2:09,R_2CV6o7ekKe9yszO,User 1,What is your favorite holiday? Why?
group 1014,2/1/2016 2:09,R_bqs6sKcuEOe4lTH,User 2,Superbowl Sunday because god bless football
group 1014,2/1/2016 2:09,R_bqs6sKcuEOe4lTH,User 2,"What	foreign	country	would	you	most	like	to	visit?	What	attracts	you	to	this	place?"
group 1014,2/1/2016 2:09,R_2CV6o7ekKe9yszO,User 1,japan because  i love sushi
group 1014,2/1/2016 2:09,R_2CV6o7ekKe9yszO,User 1,What foreign country would you most like to visit? What attracts you to this place?
group 1014,2/1/2016 2:10,R_bqs6sKcuEOe4lTH,User 2,Canada because I like the cold
group 1014,2/1/2016 2:10,R_bqs6sKcuEOe4lTH,User 2,"Do	you	prefer	digital	watches	and	clocks	or	the	kind	with	hands?	Why?"
group 1014,2/1/2016 2:10,R_2CV6o7ekKe9yszO,User 1,digital watches because they are easier to read
group 1014,2/1/2016 2:10,R_2CV6o7ekKe9yszO,User 1,Do you prefer digital watches and clocks or the kind with hands? Why?
group 1014,2/1/2016 2:10,R_bqs6sKcuEOe4lTH,User 2,Digital because they're easier to read
group 1014,2/1/2016 2:11,R_bqs6sKcuEOe4lTH,User 2,"Describe	your mother's	best	friend."
group 1014,2/1/2016 2:11,R_2CV6o7ekKe9yszO,User 1,"She is a nice lady who works with my mom. calm, kind and loves to bake"
group 1014,2/1/2016 2:11,R_2CV6o7ekKe9yszO,User 1,Describe your mother's best friend.
group 1014,2/1/2016 2:11,R_bqs6sKcuEOe4lTH,User 2,A fair woman without much special
group 1014,2/1/2016 2:11,R_bqs6sKcuEOe4lTH,User 2,"How	often	do	you	get	your	hair	cut?	Where	do	you	go?	Have	you	ever	had	a	really	bad	 haircut	experience?"
group 1014,2/1/2016 2:11,R_2CV6o7ekKe9yszO,User 1,i cut it once every six months. i usually go to wherever i can find a groupon. no really bad experiences
group 1014,2/1/2016 2:12,R_2CV6o7ekKe9yszO,User 1,How often do you get your hair cut? Where do you go? Have you ever had a really bad haircut experience?
group 1014,2/1/2016 2:12,R_bqs6sKcuEOe4lTH,User 2,Every few months. No
group 1014,2/1/2016 2:12,R_bqs6sKcuEOe4lTH,User 2,"What	is	the	last	concert	you	saw?	How	many	of	that	band's	albums	do	you	own?	Had	you	 seen	them	before?	Where?"
group 1014,2/1/2016 2:12,R_2CV6o7ekKe9yszO,User 1,Billy Joel. I own three albums. I had seen him twice before. All three times had been in NYC at madison square garden
group 1014,2/1/2016 2:12,R_2CV6o7ekKe9yszO,User 1,What is the last concert you saw? How many of that band's albums do you own? Had you seen them before? Where?
group 1014,2/1/2016 2:12,R_bqs6sKcuEOe4lTH,User 2,Tech N9ne. 5. No. AZ
group 1014,2/1/2016 2:13,,System,>> User 2 has Disconnected
group 1014,2/1/2016 2:13,,System,>> User 1 has Disconnected
group 1014,2/1/2016 2:36,,System,>> This chat has 600 seconds remaining before expiring. Please start wrapping up your conversation.
group 1014,2/1/2016 2:46,,System,>> This chat has now expired.
group 1015,2/1/2016 2:03,,System,>> User 1 has Connected
group 1015,2/1/2016 2:03,,System,>> All chat participants have arrived. You may now chat!
group 1015,2/1/2016 2:03,,System,>> User 2 has Connected
group 1015,2/1/2016 2:05,R_1LNjs33QUCV9Ikq,User 2,When was the last time you walked for more than an hour.  Describe where you went and what you saw.
group 1015,2/1/2016 2:05,R_10uaUxF2YiiUiIi,User 1,When was the last time you walked for more than an hour? Describe where you went and what you saw.
group 1015,2/1/2016 2:06,R_1LNjs33QUCV9Ikq,User 2,"For me, it was when my car broke down and I had to walk everywhere.  Even the closest places to get food would be an hour walk.  I mostly saw houses since I live in a residental area, some pets, cars, etc."
group 1015,2/1/2016 2:07,R_10uaUxF2YiiUiIi,User 1,"I am not entire sure when I last walked for more than an hour. I think it was at Cranberry Fest in September. I saw lots of arts and crafts, food for sale and junk."
group 1015,2/1/2016 2:07,R_1LNjs33QUCV9Ikq,User 2,How did you celebrate last Halloween?
group 1015,2/1/2016 2:08,R_1LNjs33QUCV9Ikq,User 2,I didn't.  I stayed home and played video games.
group 1015,2/1/2016 2:08,R_10uaUxF2YiiUiIi,User 1,"I sat at home and handed out Halloween candy to kids, while my husband took our daughter trick or treating."
group 1015,2/1/2016 2:08,R_1LNjs33QUCV9Ikq,User 2,"If you could invent a new flavor of ice cream, what would it be?"
group 1015,2/1/2016 2:09,R_1LNjs33QUCV9Ikq,User 2,"Peanut butter with no nuts, chocolate or anything besides peanut butter dang it."
group 1015,2/1/2016 2:10,R_10uaUxF2YiiUiIi,User 1,"I am lactose intolerant and so is my daughter, so we don't really eat real ice cream. I would just bring more of the regular flavors to alternative ice creams, rice milk or coconut milk ice cream."
group 1015,2/1/2016 2:10,R_1LNjs33QUCV9Ikq,User 2,What gifts did you receive on your last birthday?
group 1015,2/1/2016 2:11,R_10uaUxF2YiiUiIi,User 1,Money? I'm not sure.
group 1015,2/1/2016 2:11,R_1LNjs33QUCV9Ikq,User 2,"Haha, I don't even celebrate birthdays.  My friends only know I get older at some point in Novmber."
group 1015,2/1/2016 2:12,R_1LNjs33QUCV9Ikq,User 2,Describe the last time you went to the zoo.
group 1015,2/1/2016 2:12,R_10uaUxF2YiiUiIi,User 1,My daughter and I go to the zoo frequently so the trips kind of blend together in my mind.
group 1015,2/1/2016 2:13,R_1LNjs33QUCV9Ikq,User 2,I don't even remember since that had to have been like 20+ years ago?
group 1015,2/1/2016 2:14,R_10uaUxF2YiiUiIi,User 1,"Do	   you	   like	   to	   get	   up	   early	   or	   stay	   up	   late?	   Is	   there	   anything	   funny	   that	   has	   resulted	   from	    this?"
group 1015,2/1/2016 2:14,R_1LNjs33QUCV9Ikq,User 2,Do you like to get up early or stay up late?  Is there anything funny that has resulted from this?
group 1015,2/1/2016 2:14,R_10uaUxF2YiiUiIi,User 1,Neither. I believe in moderation. I go to sleep around 11pm and wake up around 8am.
group 1015,2/1/2016 2:15,R_1LNjs33QUCV9Ikq,User 2,"I work nights, so technically I end up appearing to be a get up early sort, but I actually stay up late.  Nothing funny though has happened because of it."
group 1015,2/1/2016 2:16,R_1LNjs33QUCV9Ikq,User 2,What did you do this summer?
group 1015,2/1/2016 2:17,R_1LNjs33QUCV9Ikq,User 2,"I worked and played lots of video games, the same thing I do all year really."
group 1015,2/1/2016 2:17,R_10uaUxF2YiiUiIi,User 1,"Nothing sepcial. Taught log rolling Tues/Thurs mornings, pole danc ein the evenings and stayed home with my daughter during the day."
group 1015,2/1/2016 2:18,R_1LNjs33QUCV9Ikq,User 2,Who is your favorite actor of your own gender?  Describe a favorite scene in which they acted.
group 1015,2/1/2016 2:18,R_10uaUxF2YiiUiIi,User 1,These are strange questions to get to know someone. I don't think I have a favorite female actor right now.
group 1015,2/1/2016 2:18,R_1LNjs33QUCV9Ikq,User 2,I don't have a favorite either.
group 1015,2/1/2016 2:19,R_1LNjs33QUCV9Ikq,User 2,What is your favorite holiday?  Why?
group 1015,2/1/2016 2:20,R_10uaUxF2YiiUiIi,User 1,National Sandwich Day is special to me right now. I surprised a good friend with a sandwich and made his day.
group 1015,2/1/2016 2:20,R_1LNjs33QUCV9Ikq,User 2,"Also kind of a weird question for me, because I don't even celebrate holidays.  I guess Halloween because costumes are fun, but I don't do anything for it now."
group 1015,2/1/2016 2:20,R_1LNjs33QUCV9Ikq,User 2,What foreign country would you most like to visit.  What attracts you to this place?
group 1015,2/1/2016 2:21,R_1LNjs33QUCV9Ikq,User 2,I'd most love to visit Japan.  I know some Japanese from college and love the culture and would love to see it firsthand someday.
group 1015,2/1/2016 2:21,R_10uaUxF2YiiUiIi,User 1,"There are lots of foreign countries I would like to visit. I am a sucker for beaches and oceans. Top picks right now include Belize, Costa Rica, and Puerto Rico."
group 1015,2/1/2016 2:22,R_1LNjs33QUCV9Ikq,User 2,Do you prefer digital watches or the kind with hands?  Why?
group 1015,2/1/2016 2:23,R_10uaUxF2YiiUiIi,User 1,"Digital watches are easier and more precise, but the kind with hands are more attractive. Depends on the situation."
group 1015,2/1/2016 2:23,R_1LNjs33QUCV9Ikq,User 2,I like the kind with hands.  I just have a hard time finding good small watches that are digital and they seem to break easier for me or just die on me.
group 1015,2/1/2016 2:23,R_1LNjs33QUCV9Ikq,User 2,Describe your mother's best friend?
group 1015,2/1/2016 2:23,R_10uaUxF2YiiUiIi,User 1,I have no idea who my mother considers her best friend.
group 1015,2/1/2016 2:24,R_1LNjs33QUCV9Ikq,User 2,I have no idea as well since my mother and I haven't been on speaking terms for over 5 years now.
group 1015,2/1/2016 2:24,R_1LNjs33QUCV9Ikq,User 2,How often do you get your hair cut?  Where do you go?  Have you ever had a really bad experience?
group 1015,2/1/2016 2:25,R_1LNjs33QUCV9Ikq,User 2,I don't get my hair cut.  Every time I do it doesn't ever grow back to that length so if I got my hair cut as often as recommended I'd probably be bald now.
group 1015,2/1/2016 2:25,R_10uaUxF2YiiUiIi,User 1,I get my hair cut pretty infrequently.I am growing it out right now and probably won't get a cut for 1-2 years. I am not attached to any particular hair place.
group 1015,2/1/2016 2:26,R_10uaUxF2YiiUiIi,User 1,So your hair is just going to grow forever?
group 1015,2/1/2016 2:26,R_1LNjs33QUCV9Ikq,User 2,It has a spot where it stops growing and I'm good with that.
group 1015,2/1/2016 2:26,R_1LNjs33QUCV9Ikq,User 2,about mid back.
group 1015,2/1/2016 2:27,R_10uaUxF2YiiUiIi,User 1,Interesting. I don't think mine has a spot it stops.
group 1015,2/1/2016 2:27,R_1LNjs33QUCV9Ikq,User 2,Supposedly everyone's does because you get to a point where the rate of growth and the rate of losing hairs becomes about equal.
group 1015,2/1/2016 2:27,R_10uaUxF2YiiUiIi,User 1,Are you male or female? It is weird having a conversation and not knowing.
group 1015,2/1/2016 2:27,R_1LNjs33QUCV9Ikq,User 2,female
group 1015,2/1/2016 2:28,R_1LNjs33QUCV9Ikq,User 2,"Anyway, let me ask the last one that is going to be weird too."
group 1015,2/1/2016 2:28,R_10uaUxF2YiiUiIi,User 1,OK
group 1015,2/1/2016 2:28,R_1LNjs33QUCV9Ikq,User 2,What is the last concert you saw?  How many of the band's albums do you own?  Had you seen them before?  Where?
group 1015,2/1/2016 2:29,R_10uaUxF2YiiUiIi,User 1,"I don't go to concerts. Loud  music really irritates me, it hurts my ears and gives me a headache. How about you?"
group 1015,2/1/2016 2:29,R_1LNjs33QUCV9Ikq,User 2,"I actually don't go to concerts much because my hearing is very senstive due to some hearing loss in the left ear.  Last time I went to one was maybe 2001 and if I recall right the band was VNV Nation.  They are okay, but it was more an excuse to get away from my parents."
group 1015,2/1/2016 2:30,,System,>> User 1 has Disconnected
group 1015,2/1/2016 2:30,,System,>> User 2 has Disconnected
group 1015,2/1/2016 2:39,,System,>> This chat has 600 seconds remaining before expiring. Please start wrapping up your conversation.
group 1015,2/1/2016 2:49,,System,>> This chat has now expired.
group 1016,2/1/2016 2:18,,System,>> User 1 has Connected
group 1016,2/1/2016 2:19,,System,>> User 1 has Disconnected
group 1017,2/1/2016 2:22,,System,>> User 1 has Connected
